recordID,survivorShip,gender,productType,issueDate,matDate,birthDate,currentDate,baseFee,riderFee,rollUpRate,gbAmt,gmwbBalance,wbWithdrawalRate,withdrawal,FundValue1,FundValue2,FundValue3,FundValue4,FundValue5,FundValue6,FundValue7,FundValue8,FundValue9,FundValue10,FundNum1,FundNum2,FundNum3,FundNum4,FundNum5,FundNum6,FundNum7,FundNum8,FundNum9,FundNum10,FundFee1,FundFee2,FundFee3,FundFee4,FundFee5,FundFee6,FundFee7,FundFee8,FundFee9,FundFee10
160013,1,M,DBMB,1/10/2012,1/10/2027,1/10/1950,1/06/2014,0.02,0.0075,0,464029.0867,0,0,0,59135.09201,59630.13294,51963.76254,39155.01241,44421.41082,59384.35252,55500.43591,48225.24179,54250.8024,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160014,1,M,DBMB,1/09/2012,1/09/2040,1/03/1974,1/06/2014,0.02,0.0075,0,349353.5102,0,0,0,57950.99531,58166.34128,0,38763.15826,44505.8202,0,55065.84744,0,54015.74041,49880.80018,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160015,1,M,DBMB,1/12/2006,1/12/2034,1/11/1973,1/06/2014,0.02,0.0075,0,448263.1898,0,0,0,64820.4847,59288.90852,0,41691.6785,0,62922.89721,0,53480.04314,0,52673.58422,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160016,1,M,DBMB,1/07/2010,1/07/2033,1/02/1954,1/06/2014,0.02,0.0075,0,59974.16992,0,0,0,13874.36742,13003.51384,9048.680122,6848.751186,0,13550.95295,0,9841.797916,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160017,1,M,DBMB,1/02/2008,1/02/2035,1/01/1957,1/06/2014,0.02,0.0075,0,400575.9314,0,0,0,39728.69178,40249.86927,20433.3314,23291.04565,32063.68237,40155.57895,28684.26249,31212.86951,25312.51589,31183.07548,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160018,1,M,DBMB,1/05/2010,1/05/2027,1/03/1954,1/06/2014,0.02,0.0075,0,448681.9255,0,0,0,99032.56699,0,68655.24105,48888.59176,61020.56966,95522.05355,0,70322.30886,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160019,1,M,DBMB,1/08/2005,1/08/2022,1/03/1953,1/06/2014,0.02,0.0075,0,76663.85717,0,0,0,0,20067.6374,0,0,0,21519.0444,0,0,14846.7556,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160020,1,M,DBMB,1/07/2008,1/07/2036,1/05/1955,1/06/2014,0.02,0.0075,0,204272.982,0,0,0,0,0,0,0,27908.54405,36222.93689,27400.64982,28811.62305,23837.95903,28358.90183,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160021,1,M,DBMB,1/12/2001,1/12/2026,1/11/1975,1/06/2014,0.02,0.0075,0,195675.8755,0,0,0,21763.2221,23032.33626,13849.65631,10101.62903,0,22532.19332,0,0,16420.24604,18146.98547,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160022,1,M,DBMB,1/04/2007,1/04/2022,1/06/1971,1/06/2014,0.02,0.0075,0,306080.3514,0,0,0,0,0,0,0,0,0,0,0,0,211584.3855,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160023,1,F,DBMB,1/03/2001,1/03/2016,1/03/1959,1/06/2014,0.02,0.0075,0,173955.29,0,0,0,21140.09833,24078.16166,0,9987.26568,21540.64646,22578.80429,0,0,15002.46346,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160024,1,M,DBMB,1/07/2005,1/07/2021,1/08/1973,1/06/2014,0.02,0.0075,0,473500.5352,0,0,0,61139.0031,0,36221.72234,32984.29541,54977.30773,0,47473.92734,46229.21056,0,48624.94283,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160025,1,M,DBMB,1/11/2007,1/11/2036,1/01/1950,1/06/2014,0.02,0.0075,0,195485.0385,0,0,0,0,0,0,0,0,0,124068.5093,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160026,1,F,DBMB,1/02/2008,1/02/2024,1/08/1969,1/06/2014,0.02,0.0075,0,253283.0241,0,0,0,0,0,0,0,0,0,0,197358.0877,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160027,1,F,DBMB,1/08/2003,1/08/2026,1/12/1952,1/06/2014,0.02,0.0075,0,482406.9421,0,0,0,43034.55711,40879.70012,27511.73601,17805.39093,34208.82798,42535.05401,34741.24727,28562.87508,31467.11426,32710.24941,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160028,1,M,DBMB,1/09/2006,1/09/2022,1/03/1979,1/06/2014,0.02,0.0075,0,147116.8647,0,0,0,12736.82737,11839.77106,6860.543089,7691.86731,11439.40742,12445.34727,9420.541545,10183.86415,8180.560791,10227.82438,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160029,1,F,DBMB,1/11/2013,1/11/2035,1/03/1974,1/06/2014,0.02,0.0075,0,116253.9918,0,0,0,0,58581.55471,0,0,0,0,0,0,58331.4646,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160030,1,M,DBMB,1/11/2004,1/11/2027,1/05/1977,1/06/2014,0.02,0.0075,0,306358.6735,0,0,0,0,0,31452.54203,27269.06796,48412.93071,52733.65421,41859.59252,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160031,1,F,DBMB,1/04/2007,1/04/2026,1/06/1976,1/06/2014,0.02,0.0075,0,458031.5668,0,0,0,48102.39746,44824.46429,24765.04179,32352.27809,45850.14775,0,34776.23725,40569.75748,0,39577.9765,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160032,1,F,DBMB,1/08/2009,1/08/2029,1/12/1961,1/06/2014,0.02,0.0075,0,529698.8748,0,0,0,0,0,0,0,0,333627.2709,0,0,0,235794.6274,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160033,1,M,DBMB,1/07/2007,1/07/2027,1/06/1954,1/06/2014,0.02,0.0075,0,204435.8161,0,0,0,0,0,92913.62295,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160034,1,F,DBMB,1/04/2013,1/04/2028,1/10/1960,1/06/2014,0.02,0.0075,0,267024.9531,0,0,0,0,59977.91283,52821.67667,0,50438.01109,0,0,52604.30827,54943.19266,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160035,1,F,DBMB,1/08/2013,1/08/2028,1/05/1968,1/06/2014,0.02,0.0075,0,270628.481,0,0,0,35027.68204,33750.44347,32897.17142,28924.59837,29791.32834,34532.4045,33958.56862,31864.57753,0,32043.51175,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160036,1,M,DBMB,1/04/2003,1/04/2026,1/02/1979,1/06/2014,0.02,0.0075,0,600932.6775,0,0,0,50791.11717,54319.43167,32933.09083,18491.72681,37161.36118,52672.49301,41295.28701,31636.34147,38882.58634,38051.93885,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160037,1,F,DBMB,1/07/2006,1/07/2030,1/03/1953,1/06/2014,0.02,0.0075,0,297814.8921,0,0,0,0,0,0,40962.28706,61324.15571,0,0,55310.12002,44273.42885,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160038,1,F,DBMB,1/04/2001,1/04/2025,1/08/1977,1/06/2014,0.02,0.0075,0,437866.2271,0,0,0,29738.97992,33927.41966,16956.4641,15282.0479,32435.05145,31783.60555,22725.93751,22274.54493,21289.88925,25863.61163,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160039,1,F,DBMB,1/03/2004,1/03/2023,1/11/1973,1/06/2014,0.02,0.0075,0,442621.5636,0,0,0,0,69625.22668,44904.04328,0,66837.6567,74451.34015,0,53708.18232,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160040,1,F,DBMB,1/02/2006,1/02/2033,1/03/1966,1/06/2014,0.02,0.0075,0,378815.5306,0,0,0,0,0,0,0,0,0,119472.8271,0,101741.2441,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160041,1,F,DBMB,1/04/2000,1/04/2025,1/02/1971,1/06/2014,0.02,0.0075,0,463471.339,0,0,0,0,0,0,0,342459.7641,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160042,1,F,DBMB,1/10/2004,1/10/2025,1/03/1975,1/06/2014,0.02,0.0075,0,91571.62483,0,0,0,0,0,22677.59605,0,0,0,0,0,0,29872.97757,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160043,1,M,DBMB,1/03/2010,1/03/2029,1/12/1958,1/06/2014,0.02,0.0075,0,234808.1985,0,0,0,0,88078.61927,59253.56744,0,0,0,0,0,67151.2916,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160044,1,M,DBMB,1/10/2012,1/10/2041,1/07/1968,1/06/2014,0.02,0.0075,0,306526.157,0,0,0,0,58984.31862,51400.97757,38730.9505,0,58741.20008,0,47702.94626,53663.24803,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160045,1,M,DBMB,1/01/2002,1/01/2019,1/06/1953,1/06/2014,0.02,0.0075,0,315598.5905,0,0,0,0,127189.3048,0,0,0,0,99265.16083,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160046,1,F,DBMB,1/03/2003,1/03/2022,1/09/1962,1/06/2014,0.02,0.0075,0,474523.3814,0,0,0,0,118478.3161,0,36874.45775,0,0,0,65709.36248,84757.56563,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160047,1,M,DBMB,1/11/2012,1/11/2034,1/05/1952,1/06/2014,0.02,0.0075,0,154820.3666,0,0,0,22065.7944,22271.92998,19083.73596,14669.46018,16587.19526,22167.31857,0,0,20024.10725,18755.36708,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160048,1,M,DBMB,1/06/2000,1/06/2015,1/02/1972,1/06/2014,0.02,0.0075,0,418675.776,0,0,0,26336.0295,32167.69901,13838.70114,16422.88989,35877.7402,0,19340.4998,21840.40103,18204.18995,24953.25649,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160049,1,M,DBMB,1/09/2001,1/09/2022,1/04/1969,1/06/2014,0.02,0.0075,0,478277.5192,0,0,0,40230.52323,46297.41715,24578.65207,16650.83388,35632.77101,43092.52845,31806.02013,26978.82778,30266.76396,32534.81207,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160050,1,M,DBMB,1/01/2001,1/01/2020,1/06/1972,1/06/2014,0.02,0.0075,0,203794.6482,0,0,0,0,0,0,23460.94338,0,45366.45978,0,32824.73827,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160051,1,M,DBMB,1/01/2009,1/01/2032,1/08/1967,1/06/2014,0.02,0.0075,0,84137.34506,0,0,0,0,16229.65946,9995.99399,0,7887.889004,0,12837.63559,10198.56839,11656.25122,10787.49792,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160052,1,F,DBMB,1/02/2005,1/02/2033,1/02/1960,1/06/2014,0.02,0.0075,0,281948.8211,0,0,0,121190.0003,111805.9129,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160053,1,M,DBMB,1/06/2013,1/06/2029,1/02/1974,1/06/2014,0.02,0.0075,0,268563.6784,0,0,0,0,0,100214.9819,0,0,104440.2102,102806.9529,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160054,1,M,DBMB,1/04/2008,1/04/2031,1/09/1950,1/06/2014,0.02,0.0075,0,294221.9637,0,0,0,56384.11295,0,29393.49056,34977.69046,47003.98879,0,0,45549.42429,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160055,1,M,DBMB,1/01/2000,1/01/2017,1/04/1963,1/06/2014,0.02,0.0075,0,59317.32065,0,0,0,4794.037038,0,2425.058473,2896.492946,6485.815342,0,3456.85173,3917.941553,0,4482.792549,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160056,1,M,DBMB,1/04/2006,1/04/2033,1/06/1967,1/06/2014,0.02,0.0075,0,105614.0209,0,0,0,0,26890.86582,0,18630.10762,0,29690.5543,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160057,1,M,DBMB,1/06/2000,1/06/2026,1/03/1964,1/06/2014,0.02,0.0075,0,117881.0727,0,0,0,0,0,0,0,89168.91333,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160058,1,M,DBMB,1/09/2010,1/09/2036,1/03/1960,1/06/2014,0.02,0.0075,0,128467.0351,0,0,0,0,25886.24363,17715.62081,0,0,26949.28319,22181.77965,0,19939.88933,20155.78981,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160059,1,M,DBMB,1/09/2008,1/09/2034,1/04/1963,1/06/2014,0.02,0.0075,0,74774.12194,0,0,0,29615.45818,0,0,0,0,28653.86777,0,0,20630.70901,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160060,1,F,DBMB,1/04/2008,1/04/2037,1/12/1967,1/06/2014,0.02,0.0075,0,119700.5263,0,0,0,0,0,0,0,0,58002.67637,0,0,36902.33962,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160061,1,F,DBMB,1/05/2012,1/05/2028,1/07/1959,1/06/2014,0.02,0.0075,0,181471.5286,0,0,0,181471.5286,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160062,1,F,DBMB,1/10/2006,1/10/2029,1/07/1951,1/06/2014,0.02,0.0075,0,297370.9004,0,0,0,43995.24869,39996.22841,0,27397.82922,0,42604.26353,0,0,27996.61307,35530.60047,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160063,1,F,DBMB,1/10/2012,1/10/2039,1/09/1967,1/06/2014,0.02,0.0075,0,543546.2772,0,0,0,76203.31453,76841.23964,0,0,57242.80838,76524.51936,71519.5839,62144.54301,69909.26738,64905.46156,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160064,1,F,DBMB,1/03/2002,1/03/2030,1/11/1966,1/06/2014,0.02,0.0075,0,87447.69311,0,0,0,0,17637.5106,0,8105.832439,16417.63128,0,0,12284.92729,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160065,1,M,DBMB,1/09/2000,1/09/2027,1/12/1972,1/06/2014,0.02,0.0075,0,296767.2867,0,0,0,24523.49794,29523.72045,14011.04363,0,32266.46881,26810.60109,18770.92057,0,17887.36792,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160066,1,M,DBMB,1/09/2005,1/09/2032,1/07/1955,1/06/2014,0.02,0.0075,0,117196.9375,0,0,0,0,13853.65078,0,8253.420438,13540.44375,14793.31808,0,11557.75077,9972.433797,12005.34918,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160067,1,F,DBMB,1/02/2004,1/02/2027,1/08/1957,1/06/2014,0.02,0.0075,0,202160.3004,0,0,0,22437.56273,0,13323.80199,10513.93647,19916.74035,0,17451.55417,15833.79646,15458.66273,17504.69291,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160068,1,M,DBMB,1/02/2010,1/02/2025,1/01/1957,1/06/2014,0.02,0.0075,0,376201.7154,0,0,0,0,0,0,0,321184.7997,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160069,1,F,DBMB,1/06/2009,1/06/2025,1/07/1967,1/06/2014,0.02,0.0075,0,591973.686,0,0,0,152106.7733,148424.7879,89822.68881,0,0,151166.5178,0,0,0,103174.6549,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160070,1,M,DBMB,1/03/2010,1/03/2033,1/08/1965,1/06/2014,0.02,0.0075,0,192134.2808,0,0,0,0,56912.18456,0,32268.68487,39938.71543,0,0,0,43389.9479,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160071,1,F,DBMB,1/07/2008,1/07/2027,1/04/1973,1/06/2014,0.02,0.0075,0,283851.9808,0,0,0,0,0,0,89077.87437,0,151003.1178,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160072,1,M,DBMB,1/01/2008,1/01/2027,1/11/1958,1/06/2014,0.02,0.0075,0,296354.9109,0,0,0,0,0,0,0,0,0,0,113174.5376,0,113634.3276,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160073,1,M,DBMB,1/07/2003,1/07/2031,1/10/1954,1/06/2014,0.02,0.0075,0,285805.4152,0,0,0,0,0,0,38761.7418,75390.56999,96078.38217,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160074,1,M,DBMB,1/06/2010,1/06/2031,1/12/1974,1/06/2014,0.02,0.0075,0,236301.8816,0,0,0,55411.62222,51788.0904,0,25680.11489,32233.59529,0,45366.76223,0,0,39361.68884,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160075,1,M,DBMB,1/03/2009,1/03/2033,1/10/1973,1/06/2014,0.02,0.0075,0,293516.4857,0,0,0,0,0,67674.27836,38824.83082,0,0,85791.813,65639.92988,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160076,1,F,DBMB,1/04/2003,1/04/2027,1/06/1975,1/06/2014,0.02,0.0075,0,344274.8662,0,0,0,0,34714.83987,21047.10855,11817.82127,23749.34095,33662.30287,26391.279,20218.37296,24849.35348,24318.49752,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160077,1,F,DBMB,1/08/2004,1/08/2021,1/01/1965,1/06/2014,0.02,0.0075,0,318186.0894,0,0,0,32019.32107,30985.90692,0,14788.13257,26932.86651,31857.3599,25140.47196,22423.70668,22634.86163,24926.17931,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160078,1,M,DBMB,1/03/2010,1/03/2035,1/05/1966,1/06/2014,0.02,0.0075,0,80315.7781,0,0,0,33622.57031,0,21411.77084,0,22335.58944,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160079,1,F,DBMB,1/05/2009,1/05/2026,1/04/1978,1/06/2014,0.02,0.0075,0,326965.6684,0,0,0,0,108908.2757,64473.81995,0,0,0,0,72654.97064,0,74879.4862,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
160080,1,F,DBMB,1/06/2011,1/06/2027,1/11/1975,1/06/2014,0.02,0.0075,0,468511.0206,0,0,0,59026.53839,53336.5054,41193.95503,36156.44032,42882.7343,56778.89492,49450.87798,46523.32168,44656.37002,46273.84282,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046
